service;name;description;access_level;resource_type_name;resource_type_name_append_wildcard;resource_arn_format
apigateway;patch;Used to update resources;Write;None;False;*
apigateway;post;Used to create child resources;Write;apigateway-general;True;arn:${Partition}:apigateway:${Region}::${ApiGatewayResourcePath}
apigateway;post;Used to create child resources;Write;None;False;*
apigateway;put;Used to update resources (and, although not recommended, can be used to create child  resources);Write;apigateway-general;True;arn:${Partition}:apigateway:${Region}::${ApiGatewayResourcePath}
apigateway;put;Used to update resources (and, although not recommended, can be used to create child  resources);Write;None;False;*
apigateway;setwebacl;Gives WebAcl permissions to WAF;Write;apigateway-general;True;arn:${Partition}:apigateway:${Region}::${ApiGatewayResourcePath}
apigateway;updaterestapipolicy;Used to update the Resource Policy for a given API;Write;apigateway-general;True;arn:${Partition}:apigateway:${Region}::${ApiGatewayResourcePath}
application-autoscaling;deletescalingpolicy;Deletes an Application Auto Scaling scaling policy that was previously created.;Write;None;False;*
application-autoscaling;deletescheduledaction;Deletes an Application Auto Scaling scheduled action that was previously created.;Write;None;False;*
application-autoscaling;deregisterscalabletarget;Deregisters a scalable target that was previously registered.;Write;None;False;*
application-autoscaling;describescalabletargets;Provides descriptive information for scalable targets with a specified service namespace.;Read;None;False;*
application-autoscaling;describescalingactivities;Provides descriptive information for scaling activities with a specified service namespace  for the previous six weeks.;Read;None;False;*
application-autoscaling;describescalingpolicies;Provides descriptive information for scaling policies with a specified service namespace.;Read;None;False;*
application-autoscaling;describescheduledactions;Provides descriptive information for scheduled actions with a specified service namespace.;Read;None;False;*
application-autoscaling;putscalingpolicy;Creates or updates a policy for an existing Application Auto Scaling scalable target.;Write;None;False;*
application-autoscaling;putscheduledaction;Creates or updates a scheduled action for an existing Application Auto Scaling scalable  target.;Write;None;False;*
application-autoscaling;registerscalabletarget;Registers or updates a scalable target. A scalable target is a resource that can be  scaled out or in with Application Auto Scaling.;Write;None;False;*
applicationinsights;createapplication;Creates an application from a resource group;Write;None;False;*
applicationinsights;createcomponent;Creates a component from a group of resources;Write;None;False;*
applicationinsights;deleteapplication;Deletes an application;Write;None;False;*
applicationinsights;deletecomponent;Deletes a component;Write;None;False;*
applicationinsights;describeapplication;Describes an application;Read;None;False;*
applicationinsights;describecomponent;Describes a component;Read;None;False;*
applicationinsights;describecomponentconfiguration;Describes a component configuration;Read;None;False;*
applicationinsights;describecomponentconfigurationrecommendation;Describe the recommended application component configuration;Read;None;False;*
applicationinsights;describeobservation;Describes an observation;Read;None;False;*
applicationinsights;describeproblem;Describes a problem;Read;None;False;*
applicationinsights;describeproblemobservations;Describes the observation in a problem;Read;None;False;*
applicationinsights;listapplications;Lists all applications;List;None;False;*
applicationinsights;listcomponents;List an application's components;List;None;False;*
applicationinsights;listproblems;Lists the problems in an application;List;None;False;*
applicationinsights;updateapplication;Updates an application;Write;None;False;*
applicationinsights;updatecomponent;Updates a component;Write;None;False;*
applicationinsights;updatecomponentconfiguration;Updates a component configuration;Write;None;False;*
appmesh;createmesh;Creates a service mesh.;Write;mesh;True;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}
appmesh;createmesh;Creates a service mesh.;Write;None;False;*
appmesh;createroute;Creates a route that is associated with a virtual router.;Write;route;True;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualRouter/${VirtualRouterName}/route/${RouteName}
appmesh;createroute;Creates a route that is associated with a virtual router.;Write;virtualNode;False;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualNode/${VirtualNodeName}
appmesh;createroute;Creates a route that is associated with a virtual router.;Write;None;False;*
appmesh;createvirtualnode;Creates a virtual node within a service mesh.;Write;virtualNode;True;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualNode/${VirtualNodeName}
appmesh;createvirtualnode;Creates a virtual node within a service mesh.;Write;virtualService;False;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualService/${VirtualServiceName}
appmesh;createvirtualnode;Creates a virtual node within a service mesh.;Write;None;False;*
appmesh;createvirtualrouter;Creates a virtual router within a service mesh.;Write;virtualRouter;True;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualRouter/${VirtualRouterName}
appmesh;createvirtualrouter;Creates a virtual router within a service mesh.;Write;None;False;*
appmesh;createvirtualservice;Creates a virtual service within a service mesh.;Write;virtualService;True;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualService/${VirtualServiceName}
appmesh;createvirtualservice;Creates a virtual service within a service mesh.;Write;virtualNode;False;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualNode/${VirtualNodeName}
appmesh;createvirtualservice;Creates a virtual service within a service mesh.;Write;virtualRouter;False;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualRouter/${VirtualRouterName}
appmesh;createvirtualservice;Creates a virtual service within a service mesh.;Write;None;False;*
appmesh;deletemesh;Deletes an existing service mesh.;Write;mesh;True;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}
appmesh;deleteroute;Deletes an existing route.;Write;route;True;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualRouter/${VirtualRouterName}/route/${RouteName}
appmesh;deletevirtualnode;Deletes an existing virtual node.;Write;virtualNode;True;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualNode/${VirtualNodeName}
appmesh;deletevirtualrouter;Deletes an existing virtual router.;Write;virtualRouter;True;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualRouter/${VirtualRouterName}
appmesh;deletevirtualservice;Deletes an existing virtual service.;Write;virtualService;True;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualService/${VirtualServiceName}
appmesh;describemesh;Describes an existing service mesh.;Read;mesh;True;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}
appmesh;describeroute;Describes an existing route.;Read;route;True;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualRouter/${VirtualRouterName}/route/${RouteName}
appmesh;describevirtualnode;Describes an existing virtual node.;Read;virtualNode;True;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualNode/${VirtualNodeName}
appmesh;describevirtualrouter;Describes an existing virtual router.;Read;virtualRouter;True;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualRouter/${VirtualRouterName}
appmesh;describevirtualservice;Describes an existing virtual service.;Read;virtualService;True;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualService/${VirtualServiceName}
appmesh;listmeshes;Returns a list of existing service meshes.;List;None;False;*
appmesh;listroutes;Returns a list of existing routes in a service mesh.;List;virtualRouter;True;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualRouter/${VirtualRouterName}
appmesh;listtagsforresource;List the tags for an App Mesh resource.;List;mesh;False;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}
appmesh;listtagsforresource;List the tags for an App Mesh resource.;List;route;False;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualRouter/${VirtualRouterName}/route/${RouteName}
appmesh;listtagsforresource;List the tags for an App Mesh resource.;List;virtualNode;False;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualNode/${VirtualNodeName}
appmesh;listtagsforresource;List the tags for an App Mesh resource.;List;virtualRouter;False;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualRouter/${VirtualRouterName}
appmesh;listtagsforresource;List the tags for an App Mesh resource.;List;virtualService;False;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualService/${VirtualServiceName}
appmesh;listvirtualnodes;Returns a list of existing virtual nodes.;List;mesh;True;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}
appmesh;listvirtualrouters;Returns a list of existing virtual routers in a service mesh.;List;virtualRouter;True;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualRouter/${VirtualRouterName}
appmesh;listvirtualservices;Returns a list of existing virtual services in a service mesh.;List;virtualService;True;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualService/${VirtualServiceName}
appmesh;streamaggregatedresources;Allows an Envoy Proxy to receive streamed resources for a VirtualNode.;Read;virtualNode;True;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualNode/${VirtualNodeName}
appmesh;tagresource;Associates the specified tags to a resource with the specified resourceArn.;Tagging;mesh;False;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}
appmesh;tagresource;Associates the specified tags to a resource with the specified resourceArn.;Tagging;route;False;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualRouter/${VirtualRouterName}/route/${RouteName}
appmesh;tagresource;Associates the specified tags to a resource with the specified resourceArn.;Tagging;virtualNode;False;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualNode/${VirtualNodeName}
appmesh;tagresource;Associates the specified tags to a resource with the specified resourceArn.;Tagging;virtualRouter;False;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualRouter/${VirtualRouterName}
appmesh;tagresource;Associates the specified tags to a resource with the specified resourceArn.;Tagging;virtualService;False;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualService/${VirtualServiceName}
appmesh;tagresource;Associates the specified tags to a resource with the specified resourceArn.;Tagging;None;False;*
appmesh;untagresource;Deletes specified tags from a resource.;Tagging;mesh;False;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}
appmesh;untagresource;Deletes specified tags from a resource.;Tagging;route;False;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualRouter/${VirtualRouterName}/route/${RouteName}
appmesh;untagresource;Deletes specified tags from a resource.;Tagging;virtualNode;False;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualNode/${VirtualNodeName}
appmesh;untagresource;Deletes specified tags from a resource.;Tagging;virtualRouter;False;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualRouter/${VirtualRouterName}
appmesh;untagresource;Deletes specified tags from a resource.;Tagging;virtualService;False;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualService/${VirtualServiceName}
appmesh;untagresource;Deletes specified tags from a resource.;Tagging;None;False;*
appmesh;updatemesh;Updates an existing service mesh.;Write;mesh;True;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}
appmesh;updateroute;Updates an existing route for a specified service mesh and virtual router.;Write;route;True;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualRouter/${VirtualRouterName}/route/${RouteName}
appmesh;updateroute;Updates an existing route for a specified service mesh and virtual router.;Write;virtualNode;False;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualNode/${VirtualNodeName}
appmesh;updatevirtualnode;Updates an existing virtual node in a specified service mesh.;Write;virtualNode;True;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualNode/${VirtualNodeName}
